note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 0,0,1,-0.20000000000000007,106,3,0.53721,0.51873,0.59586,0.61579,0.62228,0.06,0.046151923036857306,0.0,0.0,0.0,0.83721,0.7494896151842866,0.59586,0.61579,0.62228
action = 4,4,0,0.7999999999999999,107,3,0.55579,0.51253,0.56818,0.60458,0.59253,0.046583258795408464,0.05477225575051661,0.0535723809439155,0.0,0.053851648071345036,0.7887062939770424,0.7863912787525831,0.8360419047195775,0.60458,0.8617882403567252
action = 3,3,1,-0.20000000000000007,108,3,0.56208,0.53735,0.59817,0.58601,0.60387,0.04898979485566356,0.02683281572999748,0.0,0.0483735464897913,0.0,0.8070289742783179,0.6715140786499874,0.59817,0.8278777324489566,0.60387
action = 3,3,1,-0.20000000000000007,109,3,0.56827,0.54941,0.59207,0.61004,0.60245,0.08677557259966655,0.019748417658131498,0.0,0.08983317872590282,0.043243496620879306,1.0021478629983327,0.6481520882906574,0.59207,1.0592058936295141,0.8186674831043965
action = 2,2,1,-0.20000000000000007,110,3,0.59253,0.5374,0.56194,0.65093,0.59817,0.0,0.028809720581775868,0.04381780460041329,0.0,0.0,0.59253,0.6814486029088793,0.7810290230020664,0.65093,0.59817
action = 1,1,1,-0.20000000000000007,111,3,0.56818,0.53731,0.58548,0.62784,0.59817,0.0,0.03286335345030997,0.0,0.0,0.0,0.56818,0.7016267672515498,0.58548,0.62784,0.59817
action = 0,0,1,-0.20000000000000007,112,3,0.55589,0.56185,0.56818,0.61054,0.59253,0.06999999999999999,0.029832867780352594,0.044384682042344296,0.0,0.0,0.90589,0.7110143389017629,0.7901034102117215,0.61054,0.59253
action = 0,0,1,-0.20000000000000007,113,3,0.59197,0.5678,0.58033,0.61632,0.58619,0.08148619514985345,0.046583258795408464,0.03834057902536163,0.04049691346263317,0.015165750888103102,0.9994009757492672,0.8007162939770422,0.7720328951268082,0.8188045673131659,0.6620187544405155
action = 2,2,0,0.7999999999999999,114,3,0.62767,0.57382,0.58033,0.63384,0.58611,0.0,0.041352146256270664,0.08555699854482975,0.07238784428341542,0.04878524367060187,0.62767,0.7805807312813533,1.0081149927241486,0.9957792214170771,0.8300362183530094
action = 4,4,0,0.7999999999999999,115,3,0.60458,0.59221,0.61022,0.64497,0.58588,0.0232379000772445,0.0,0.0,0.0,0.04795831523312719,0.7207695003862225,0.59221,0.61022,0.64497,0.8256715761656359
